,code,Name,State,NPS.region,Park.type,Area_km2,NetworkCode,NetworkName,IandM,Aquatic.park,Level.1.ecoregion,Level.2.ecoregion,NPVULN.ecoregional.group,Air.pollution,At.risk.sp.ter,At.risk.sp.aqu,Back.velocity,Biome.shift,Drought.sum,Early.spring,Env.Diversity,Exotic.sp,Fire.change,Fire.hazard,Forest.pest,Forward.velocity,Invasion.risk,Landscape.integrity,Moisture,PC2,Precipitation,Sea.level.change,Snow,Temp.change,Temp.exceedance,Ter.tot.vul.score,Aqu.tot.vul.score,Nliv.tot.vul.score,Ter.national.quartile,Aqu.national.quartile,Nliv.national.quartile,Ter.ecoregional.quartile,Aqu.ecoregional.quartile,Nliv.ecoregional.quartile,High.impact.current.fire,High.impact.projected.fire,High.impact.fire.combined,High.impact.summer.drought,High.impact.sea.level.or.surge,High.impact.slr,High.impact.storm.surge,High.impact.forest.pest,High.impact.at.least.one,High.impact.types,National.priority,Ecoregional.priority,Comprehensive.nrva,NRVA.any,IVA.any,CRVA.any,CCVA.types
251,MANA,Manassas National Battlefield Park,VA,NC,National Battlefield Park,20.74006095,NCRN,National Capital Region Network,1,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.923287071,0.369810751,NA,0.179631124,0.4,0.243274539,0.804961711,0.638710663,0.189108318,0.085675576,0.171167699,0.100262097,0.070581315,1,0.558899548,0.310870998,0.165901688,0.505697335,0,0.926072848,0.726850029,0.221117181,2.347572301,NA,1.635133469,3,NA,3,3,NA,3,0,0,0_0,0,0,0,0,0,0,None,0,1,0,1,0,0,0_0_0
252,MAPR,Manhattan Project National Historical Park,NM,IM,National Historical Park,0.459842988,NA,NA,NA,NA,NORTH AMERICAN DESERTS,COLD DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.422529264,NA,NA,2,NA,NA,2,0,0,0_0,1,0,0,0,0,1,Drought,0,0,0,0,0,0,0_0_0
253,MANZ,Manzanar National Historic Site,CA,PW,National Historic Site,3.292223794,MOJN,Mojave Desert Network,1,NA,NORTH AMERICAN DESERTS,COLD DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.676912224,0.506763213,NA,0.032429717,0.4,0.625328467,0.745429739,0,0.153996101,0.405332742,0.236918125,0.268830304,0.290629972,0.166666667,0.115005083,0.347005802,0.065812651,0.493626447,0,0.778323236,0.55897781,0.17205534,1.892328927,NA,1.623342248,1,NA,3,1,NA,3,0,1,0_1,1,0,0,0,1,1,Drought_Pest,0,0,0,0,0,0,0_0_0
254,MABI,Marsh-Billings-Rockefeller National Historical Park,VT,NE,National Historical Park,2.612423985,NETN,Northeast Temperate Network,1,1,NORTHERN FORESTS,ATLANTIC HIGHLANDS,NORTHERN FORESTS AND PLAINS,0,0.331611724,0,0.121685788,0.6,0.153663282,0.867913819,0.437347335,0.227178493,0.208008908,0.225492335,0.201237904,0.173501866,1,0.377423207,0.496306394,0.587620453,0.60281807,0,0.709129348,0.73820385,0.076665052,2.195540945,2.033911479,1.462789485,3,2,2,2,2,1,0,0,0_0,0,0,0,0,1,1,Pest,0,0,0,1,0,0,0_0_0
255,MLKM,"Martin Luther King, Jr., Memorial",DC,NC,Other Designation,0.011089759,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.551872387,NA,NA,2,NA,NA,3,0,0,0_0,0,1,0,1,0,1,SLR,0,0,0,0,1,0,0_iva_0
256,MALU,"Martin Luther King, Jr., National Historic Site",GA,SE,National Historic Site,0.157336397,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.774830386,NA,NA,1,NA,NA,1,0,1,0_1,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
257,MAVA,Martin Van Buren National Historic Site,NY,NE,National Historic Site,1.201364862,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.668393379,NA,NA,3,NA,NA,3,0,1,0_1,0,0,0,0,1,1,Pest,0,1,0,0,0,0,0_0_0
258,MABE,Mary McLeod Bethune Council House National Historic Site,DC,NC,National Historic Site,0.000322013,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.703455867,NA,NA,3,NA,NA,4,0,0,0_0,0,0,0,0,0,0,None,0,1,0,0,0,0,0_0_0
259,MEVE,Mesa Verde National Park,CO,IM,National Park,217.2396857,SCPN,Southern Colorado Plateau Network,1,1,NORTH AMERICAN DESERTS,COLD DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.437431609,0.255716366,0,0.176912857,0.5,0.261839064,0.788650902,0.402976396,0.14357059,0.376767142,0.711762923,0.161234494,0.110775987,1,0.139028946,0.634527678,0.474995394,0.351199908,0,0.895770139,0.694303815,0.205862371,2.27950726,2.166078861,1.73502256,3,3,4,4,3,4,1,1,1_1,0,0,0,0,0,1,Fire,1,1,0,1,0,0,0_0_0
260,MIIN,Minidoka National Historic Site,WA,PW,National Historic Site,1.613520925,NA,NA,NA,NA,NORTH AMERICAN DESERTS,COLD DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.640966908,NA,NA,3,NA,NA,3,1,1,2_1,1,0,0,0,0,1,Fire_Drought,0,0,0,0,0,0,0_0_0
261,MIMA,Minute Man National Historical Park,MA,NE,National Historical Park,4.152406115,NETN,Northeast Temperate Network,1,1,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,1,0.364060395,0,0.250454868,1,0.169737877,0.855266675,0.642270027,0.25941171,0.138452887,0.168606689,0.142555834,0.071919442,1,0.788665062,0.459846675,0.416262013,0.549152214,0,0.913206837,0.686530848,0.050665275,2.66919256,2.504226976,1.701981306,4,4,3,4,4,3,0,0,0_0,0,0,0,0,0,0,None,1,1,0,1,0,0,0_0_0
262,MIMI,Minuteman Missile National Historic Site,SD,MW,National Historic Site,0.176200118,NA,NA,NA,NA,GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,GREAT PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.860282456,NA,NA,4,NA,NA,4,0,0,0_0,1,0,0,0,0,1,Drought,1,1,0,0,0,0,0_0_0
263,MISS,Mississippi National River and Recreation Area,MN,MW,National River and Recreation Area,217.8433694,GLKN,Great Lakes Network,1,1,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,0.628106363,0.148490933,0,0.303437609,0.733333333,0.353707437,0.868240418,0.671588139,0.09037208,0.227529128,0.17713094,0.057231533,0.218683382,1,0.760633494,0.439852674,0.565681403,0.764880526,0,0.565944005,0.894940156,0.118225865,2.516161638,2.481970843,1.709826463,4,4,3,4,4,3,0,1,0_1,0,0,0,0,0,0,None,1,1,0,1,0,0,0_0_0
264,MNRR,Missouri National Recreation River,SD,MW,National Recreation River,279.3929445,NGPN,Northern Great Plains Network,1,1,GREAT PLAINS,TEMPERATE PRAIRIES,GREAT PLAINS,0.628106363,0.166714886,0.25,0.245486729,0.466666667,0.33738175,0.854857036,0.670985364,0.157827583,0.697795973,0.130814919,0.124376638,0.283283853,0.8,0.379439822,0.611279221,0.635722729,0.835180903,0,0.705083255,0.888165298,0.099520402,2.484961493,2.507480233,1.965019062,4,4,4,4,4,4,0,1,0_1,0,0,0,0,1,1,Pest,1,1,0,1,0,0,0_0_0
265,MOJA,Mojave National Preserve,CA,PW,National Preserve,6425.511349,MOJN,Mojave Desert Network,1,1,NORTH AMERICAN DESERTS,WARM DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.676912224,0.476338327,0.25,0.078766419,0.58,1,0.776490209,0.46265776,0.065584429,0.938952841,0.255586365,0.036189166,0.112889952,0.444444444,0.084415834,0.421521177,0.230592608,0.42714018,0,0,0.325969471,0.136827803,2.133764356,1.849353571,1.719718955,2,1,4,3,2,3,0,1,0_1,1,0,0,0,0,1,Drought,1,0,0,0,0,0,0_0_0
266,MONO,Monocacy National Battlefield,MD,NC,National Battlefield,6.56300256,NCRN,National Capital Region Network,1,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.923287071,0.38941548,NA,0.188158767,0.4,0.204781731,0.860538801,0.57583693,0.289197403,0.081712715,0.164774209,0.098141565,0.07088434,1,0.512122181,0.427556966,0.296953315,0.534965586,0,0.961245986,0.757715329,0.18982473,2.40816948,NA,1.710547932,4,NA,3,4,NA,4,0,0,0_0,0,0,0,0,0,0,None,1,1,0,1,0,0,0_0_0
267,MOCA,Montezuma Castle National Monument,AZ,IM,National Monument,4.094329262,SODN,Sonoran Desert Network,1,1,TEMPERATE SIERRAS,UPPER GILA MOUNTAINS,NORTH AMERICAN DESERTS AND SEMIARID,0.563133247,0.298038511,0,0,0.7,0.419725562,0.895448861,0.361430752,0.124227957,0.14431715,0.841773932,0.072352726,0.006314705,1,0.259200688,0.43670752,0.314387194,0.177096268,0,0.752910382,0.417286479,0.254791993,2.224571068,2.237391359,1.518715196,3,4,2,4,4,2,1,0,1_0,1,0,0,0,0,1,Fire_Drought,1,1,0,0,0,0,0_0_0
268,MOCR,Moores Creek National Battlefield,NC,SE,National Battlefield,0.368232834,SECN,Southeast Coast Network,1,NA,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,0.80977633,0.267888202,NA,0.369933578,0.6,0.05388993,0.402118282,0.872696588,0.136644428,0.986089802,0.722576909,0.143200799,0.246829647,1,0.439824669,0.162433897,0.073357544,0.303279223,0.129083247,0,0.449319027,0.28587967,2.31573231,NA,1.598075898,3,NA,3,3,NA,4,1,1,1_1,0,1,1,0,0,1,Fire_SLR,0,1,0,1,1,0,0_iva_0
269,MORR,Morristown National Historical Park,NJ,NE,National Historical Park,6.843887128,NETN,Northeast Temperate Network,1,1,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,1,0.369291813,0,0.265616745,0.6,0.19289515,0.885777725,0.574644837,0.175353225,0.108108317,0.381392424,0.159699589,0.044223228,1,0.719734019,0.379454644,0.224063303,0.577263207,0,0.884444724,0.659065402,0.108839683,2.491627562,2.279034532,1.716505273,4,4,4,4,4,4,0,0,0_0,0,0,0,0,1,1,Pest,1,1,0,1,0,0,0_0_0
270,MORA,Mount Rainier National Park,WA,PW,National Park,956.8290883,NCCN,North Coast and Cascades Network,1,1,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.80977633,0.349808755,0,0.074757875,0.55,0.305478906,0.59136635,0.339652102,0.167861886,0.259324237,0.546719137,0.141120064,0.020855019,0.833333333,0.238240079,0.318521599,0.514479598,0.318792202,0,0.829453255,0.627289438,0.186373971,2.096297327,2.08518392,1.583369722,2,3,3,2,3,1,0,0,2_0,0,0,0,0,0,0,None,0,0,1,1,0,0,nrva_0_0
271,MORU,Mount Rushmore National Memorial,SD,MW,National Memorial,5.154168703,NGPN,Northern Great Plains Network,1,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.628106363,0.166540119,NA,0.244059035,0.4,0.386775722,0.759402244,0.491105661,0.168345156,0.356589588,0.828923648,1,0.196349463,0.666666667,0.234480781,0.737513941,0.423994232,0.834277712,0,0.804016977,0.79547439,0.071432519,2.587261503,NA,1.993012152,4,NA,4,4,NA,4,1,0,1_0,1,0,0,0,1,1,Fire_Drought_Pest,1,1,0,0,0,0,0_0_0
272,MUWO,Muir Woods National Monument,CA,PW,National Monument,2.246215006,SFAN,San Francisco Bay Area Network,1,1,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,0.799085745,0.844722894,0,0.035543199,0.4,0,0.849642635,0.399030901,0.276088628,0.040430497,0.315598386,0.054189506,0.090334825,1,0.73380025,0.275561222,0.621715375,0.503605816,0,0,0.111837255,0.787151974,2.338738246,1.897823023,1.467199975,3,2,2,3,4,3,1,0,1_0,0,0,0,0,0,1,Fire,0,1,0,0,0,0,0_0_0
273,NATC,Natchez National Historical Park,MS,SE,National Historical Park,0.436747261,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.232917348,NA,NA,1,NA,NA,2,0,1,0_1,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
274,NATR,Natchez Trace Parkway,MS,SE,Parkway,213.8355904,GULN,Gulf Coast Network,1,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,0,0.291521363,NA,0.250157164,0.55,0.238382317,0.448109062,0.699630654,0.159720863,0.256339546,0.385079525,0.117993992,0.215763064,0.981481481,0.399013939,0.381036526,0.399513333,0.140006893,0,0,0.574181616,0.369076585,1.846612901,NA,1.053142316,1,NA,1,1,NA,1,0,1,0_1,0,0,0,0,0,0,None,0,0,0,1,0,0,0_0_0
275,NACA,National Capital Parks,DC,NC,Park,33.07928322,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.258369977,NA,NA,1,NA,NA,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
276,MALL,National Mall,DC,NC,Other Designation,0.698372752,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456963524,NA,NA,2,NA,NA,2,0,0,0_0,0,1,0,1,0,1,SLR,0,0,0,0,1,0,0_iva_0
277,NPSA,National Park of American Samoa,AS,PW,National Park,45.09295217,PACN,Pacific Islands Network,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0_iva_0
278,NABR,Natural Bridges National Monument,UT,IM,National Monument,30.7957875,NCPN,Northern Colorado Plateau Network,1,NA,NORTH AMERICAN DESERTS,COLD DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.337561644,0.200027841,NA,0.125553455,0.4,0.366143576,0.771138913,0.40171504,0.108252881,0.451426266,0.49561422,0.155074517,0.107549565,0.333333333,0.050465997,0.628765819,0.324357627,0.456820712,0,0.899656328,0.658060599,0.172284063,1.952324587,NA,1.65198218,1,NA,3,2,NA,3,0,1,0_1,1,0,0,0,0,1,Drought,0,0,0,0,0,0,0_0_0
279,NAVA,Navajo National Monument,AZ,IM,National Monument,1.458456819,SCPN,Southern Colorado Plateau Network,1,NA,NORTH AMERICAN DESERTS,COLD DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.337561644,0.285439814,NA,0.051610932,0.4,0.378769216,0.795431293,0.468562835,0.074664776,0.427332972,0.190618622,0.072921163,0.159795787,0.333333333,0.076266816,0.545452785,0.406757181,0.354192536,0,0.899615275,0.564223011,0.206596301,1.866783086,NA,1.51308171,1,NA,2,1,NA,2,0,1,0_1,1,0,0,0,0,1,Drought,0,0,0,0,0,0,0_0_0
280,NEBE,New Bedford Whaling National Historical Park,MA,NE,National Historical Park,0.126090923,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.502376319,NA,NA,2,NA,NA,1,0,0,0_0,0,0,0,0,1,1,Pest,0,0,0,0,1,0,0_iva_0
281,NERI,New River Gorge National River,VA,NE,National River,284.8450405,ERMN,Eastern Rivers and Mountains Network,1,1,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.80977633,0.322886905,0,0.135024601,0.4,0.062204375,0.79765995,0.521463064,0.004178189,0.143578425,0.294885309,0.172371823,0.118266256,1,0.392863484,0.284173222,0.394518061,0.358003444,0,0.856278697,0.589145504,0.319243924,2.168570439,2.068567462,1.518405617,3,3,2,2,3,2,0,0,0_0,0,0,0,0,1,1,Pest,0,0,0,1,0,0,0_0_0
282,NEPE,Nez Perce National Historical Park,WA,PW,National Historical Park,13.95871849,UCBN,Upper Columbia Basin Network,1,1,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.337561644,0.102394711,0,0.205878627,0.4,0.49342645,0.462069348,0.395538052,0.295839858,0.439810721,0.643500956,0.521726957,0.101194725,0.428571429,0.168876968,0.56367009,0.458966719,0.354192536,0,0.801347384,0.713972991,0.11698689,1.987298385,1.83926171,1.686092678,1,1,3,1,1,2,1,1,1_1,1,0,0,0,1,1,Fire_Drought_Pest,0,0,1,1,0,1,nrva_0_crva
283,NICO,Nicodemus National Historic Site,KS,MW,National Historic Site,0.017571169,NA,NA,NA,NA,GREAT PLAINS,SOUTH CENTRAL SEMIARID PRAIRIES,GREAT PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.923833372,NA,NA,4,NA,NA,4,0,0,0_0,1,0,0,0,0,1,Drought,1,1,0,0,0,0,0_0_0
284,NISI,Ninety Six National Historic Site,SC,SE,National Historic Site,3.895340087,CUPN,Cumberland Piedmont Network,1,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.80977633,0.239751601,NA,0.096596177,0.6,0.168136578,0.482203667,0.72488009,0.146083258,0.506666379,0.457305529,0.181965982,0.192840372,1,0.345453798,0,0.317028659,0.289023146,0,0,0.478498779,0.34233869,2.01886256,NA,1.310129653,1,NA,1,1,NA,1,0,1,0_1,0,0,0,0,1,1,Pest,0,0,0,1,0,0,0_0_0
285,NIOB,Niobrara National Scenic River,NE,MW,National Scenic River,117.684158,NGPN,Northern Great Plains Network,1,1,GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,GREAT PLAINS,0.628106363,0.071307346,0,0.250464118,0.533333333,0.385790302,0.85178676,0.74264787,0.10072007,0.513668586,0.343657587,0.092132018,0.261394229,0.416666667,0.189069521,0.639983464,0.65646857,0.904518879,0,0.719675248,0.858561002,0.068838166,2.401965084,2.406895119,1.936241125,4,4,4,3,3,4,0,1,0_1,1,0,0,0,0,1,Drought,1,1,0,1,0,0,0_0_0
286,NOAT,Noatak National Preserve,AK,AK,National Preserve,26627.9634,ARCN,Arctic Network,1,1,TUNDRA,BROOKS RANGE TUNDRA,TUNDRA,NA,0.099449577,0,0.361702007,0.621176471,NA,NA,0.757409146,0,0.958634009,NA,0.284050402,0.676724184,0.066666667,0,0.720746445,0.353474485,0.970562837,0,0.23667154,0.248292392,NA,2.065523091,1.89394478,1.61958438,3,3,4,2,3,3,NA,1,NA,NA,0,NA,NA,0,1,Fire,1,0,0,0,0,0,0_0_0
287,NOCA,North Cascades National Park,WA,PW,National Park,2029.022777,NCCN,North Coast and Cascades Network,1,1,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.695514867,0.335238594,0,0.026868993,0.6,0.23280449,0.368203103,0.227370693,0.183255361,0.441964262,0.407981324,0.139614839,0.027035826,0.5,0.096202011,0.390343554,0.641859452,0.327655708,0,0.736884399,0.770351664,0.28496976,1.939720706,2.021494262,1.635229133,1,2,3,1,2,2,0,1,0_1,0,0,0,0,0,0,None,0,0,1,1,0,1,nrva_0_crva
288,OBRI,Obed Wild and Scenic River,TN,SE,Wild and Scenic River,21.5455844,APHN,Appalachian Highlands Network,1,1,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,0,0.331594667,0.5,0.086128972,0.4,0.104289844,0.707989916,0.551376945,0.132035711,0.188731479,0.414829084,0.149746194,0.116734703,1,0.375267708,0.212402783,0.196223944,0.252848668,0,0.795615284,0.680549553,0.350186076,1.965161998,1.839283172,1.269405501,1,1,1,1,1,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,1,0,0,0_0_0
289,OCMU,Ocmulgee National Monument,GA,SE,National Monument,2.793478859,SECN,Southeast Coast Network,1,1,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.923287071,0.140169688,0,0.399392062,0.4,0.177374853,0.312763702,0.632038182,0.135800597,0.20353899,0.627315661,0.115103937,0.441954662,1,0.501472216,0.261931403,0.068525476,0.196470669,0,0,0.514908875,0.431369065,2.048641706,1.957045102,1.384796693,2,2,2,1,2,2,1,1,1_1,0,0,0,0,0,1,Fire,0,0,0,1,0,0,0_0_0
290,OLYM,Olympic National Park,WA,PW,National Park,3702.083311,NCCN,North Coast and Cascades Network,1,1,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,0.76822128,0.704445076,0,0.216936503,0.4,0.135443354,0.95085086,0.362107693,0.206777023,0.253346371,0.305077615,0.069365736,0.026988111,0.5,0.200633849,0.263503451,0.423381651,0.327655708,0,0.854789948,0.460260551,0.324046329,2.060683351,1.780736885,1.404398247,2,1,2,2,3,4,0,1,0_1,0,0,0,0,0,0,None,0,1,1,1,1,0,nrva_iva_0
291,ORCA,Oregon Caves National Monument and Preserve,OR,PW,National Monument,18.45522734,KLMN,Klamath Network,1,1,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.337561644,0.471745576,0,0.108017007,0.5,0.531878193,0.687727943,0.327545338,0.057099678,0.079676142,0.973320878,0.129562409,0.020894951,0.833333333,0.160748819,0.374202282,0.489964288,0.310647404,0,0.833985588,0.448066645,0.184170617,2.136021536,1.973004742,1.668190871,2,2,3,2,2,2,1,0,1_0,1,0,0,0,0,1,Fire_Drought,0,0,0,0,0,0,0_0_0
292,ORPI,Organ Pipe Cactus National Monument,AZ,IM,National Monument,1338.254796,SODN,Sonoran Desert Network,1,1,NORTH AMERICAN DESERTS,WARM DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.337561644,0.349173326,0.5,0.260861688,0.6,0.53828341,0.751624779,0.685365498,0.0831795,0.191908102,0.321689434,0,0.185461156,0.583333333,0.074290522,0.349101803,0.490680076,0.049117667,0,0,0.286536848,0.248156822,1.739107376,1.596413846,1.043988794,1,1,1,1,1,1,0,1,0_1,1,0,0,0,0,1,Drought,0,0,0,1,0,0,0_0_0
293,OZAR,Ozark National Scenic Riverways,MO,MW,National Scenic Riverway,333.1847606,HTLN,Heartland Network,1,1,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,1,0.298446891,0,0.142606454,0.4,0.213250148,0.810304623,0.651416349,0.080315946,0.315759868,0.287606775,0.267466473,0.687335555,0.888888889,0.19762481,0.552678398,0.632968439,0.486240098,0,0.902253245,0.741277371,0.266295149,2.516910363,2.268562225,1.904893285,4,4,4,4,4,4,0,1,0_1,0,0,0,0,1,1,Pest,1,1,0,1,0,0,0_0_0
294,PAIS,Padre Island National Seashore,TX,IM,National Seashore,530.7916844,GULN,Gulf Coast Network,1,1,GREAT PLAINS,TEXAS-LOUISIANA COASTAL PLAIN,SOUTHEASTERN AND TEXAS COASTAL PLAIN,0.437431609,0.314379672,0,0.057047557,0,0.039293457,0.691789,0.799353202,0.078250651,0.111869804,0.14470877,0,0.153336323,1,0.183116284,0.378063206,0.232775703,0.243739464,0.69985343,0,0.107026873,0.68815663,1.934030394,1.743912922,1.284755765,1,1,1,1,1,2,0,1,0_1,0,1,0,1,0,1,SLR,0,0,0,1,1,0,0_iva_0
295,PAAL,Palo Alto Battlefield National Historical Park,TX,IM,National Historical Park,13.81569221,GULN,Gulf Coast Network,1,NA,GREAT PLAINS,TEXAS-LOUISIANA COASTAL PLAIN,SOUTHEASTERN AND TEXAS COASTAL PLAIN,0.437431609,0.335432577,NA,0.058639152,0.3,0.095585337,0.641351404,0.773660173,0.05382388,0.204773636,0.177782328,0,0.023216446,1,0.525578248,0.387726768,0.250072989,0.280013786,0.000336664,0,0.056256731,0.797443665,1.923508026,NA,1.186942532,1,NA,1,1,NA,1,0,1,0_1,0,0,0,0,0,0,None,0,0,0,0,1,0,0_iva_0
296,PAGR,Paterson Great Falls National Historical Park,NJ,NE,National Historical Park,0.207870979,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.375940263,NA,NA,1,NA,NA,2,0,0,2_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
297,PERI,Pea Ridge National Military Park,AR,MW,National Military Park,17.30303404,HTLN,Heartland Network,1,NA,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.80977633,0.292041331,NA,0.071086855,0.4,0.234344198,0.780985394,0.625402678,0.163512714,0.270441148,0.290569728,0.309974259,0.877778563,1,0.454631463,0.452991164,0.647607647,0.382440263,0,0,0.749072821,0.281615261,2.372954308,NA,1.516487102,4,NA,2,3,NA,2,0,1,0_1,0,0,0,0,1,1,Pest,1,1,0,1,0,0,0_0_0
